Date,State,Dose 1,Dose 2,Total Doses
2022-01-27,Chhattisgarh,18276269,13900822,33338509
2022-01-28,Chhattisgarh,18290579,14014921,33490264
2022-01-29,Chhattisgarh,18306892,14150942,33665131
2022-01-30,Chhattisgarh,18313047,14200319,33731145
2022-01-31,Chhattisgarh,18325222,14288976,33856474
2022-02-01,Chhattisgarh,18335304,14375937,33999807
2022-02-02,Chhattisgarh,18347082,14469085,34177080
2021-03-01,Dadra and Nagar Haveli and Daman and Diu,7434,821,8255
2021-03-02,Dadra and Nagar Haveli and Daman and Diu,8052,901,8953
2021-03-03,Dadra and Nagar Haveli and Daman and Diu,8915,1090,10005
2021-03-04,Dadra and Nagar Haveli and Daman and Diu,9627,1340,10967
2021-03-05,Dadra and Nagar Haveli and Daman and Diu,10563,1532,12097
2021-03-06,Dadra and Nagar Haveli and Daman and Diu,11501,1725,13226
2021-03-07,Dadra and Nagar Haveli and Daman and Diu,11501,1725,13226
2021-03-08,Dadra and Nagar Haveli and Daman and Diu,12139,1859,13998
2021-03-09,Dadra and Nagar Haveli and Daman and Diu,12560,2092,14652
2021-03-10,Dadra and Nagar Haveli and Daman and Diu,13214,2342,15556
2021-03-11,Dadra and Nagar Haveli and Daman and Diu,13214,2342,15556
2021-03-12,Dadra and Nagar Haveli and Daman and Diu,14038,2650,16688
2021-03-13,Dadra and Nagar Haveli and Daman and Diu,14478,2688,17166
2021-03-14,Dadra and Nagar Haveli and Daman and Diu,14478,2688,17166
2021-03-15,Dadra and Nagar Haveli and Daman and Diu,64098,28115,92213
2021-03-16,Dadra and Nagar Haveli and Daman and Diu,15997,3035,19032
2021-03-17,Dadra and Nagar Haveli and Daman and Diu,16642,3241,19883
2021-03-18,Dadra and Nagar Haveli and Daman and Diu,17064,3424,20488
2021-03-19,Dadra and Nagar Haveli and Daman and Diu,18004,3575,21579
2021-03-20,Dadra and Nagar Haveli and Daman and Diu,18661,3663,22324
2021-03-21,Dadra and Nagar Haveli and Daman and Diu,18661,3663,22324
2021-03-22,Dadra and Nagar Haveli and Daman and Diu,19308,3684,22992
2021-03-23,Dadra and Nagar Haveli and Daman and Diu,19979,3731,23710
2021-03-24,Dadra and Nagar Haveli and Daman and Diu,20566,3772,24338
2021-03-25,Dadra and Nagar Haveli and Daman and Diu,21004,3843,24847
2021-03-26,Dadra and Nagar Haveli and Daman and Diu,21813,3984,25797
2021-03-27,Dadra and Nagar Haveli and Daman and Diu,22249,4039,26288
2021-03-28,Dadra and Nagar Haveli and Daman and Diu,22249,4039,26288
2021-03-29,Dadra and Nagar Haveli and Daman and Diu,22249,4039,26288
2021-03-30,Dadra and Nagar Haveli and Daman and Diu,22952,4279,27231
2021-03-31,Dadra and Nagar Haveli and Daman and Diu,23619,4447,28066
2021-04-01,Dadra and Nagar Haveli and Daman and Diu,26876,4731,31607
2021-04-02,Dadra and Nagar Haveli and Daman and Diu,31564,6190,37754
2021-04-03,Dadra and Nagar Haveli and Daman and Diu,34854,6496,41350
2021-04-04,Dadra and Nagar Haveli and Daman and Diu,37685,6683,44368
2021-04-05,Dadra and Nagar Haveli and Daman and Diu,41922,7200,49122
2021-04-06,Dadra and Nagar Haveli and Daman and Diu,46211,7565,53776
2021-04-07,Dadra and Nagar Haveli and Daman and Diu,49028,7815,56843
2021-04-08,Dadra and Nagar Haveli and Daman and Diu,52156,8136,60292
2021-04-09,Dadra and Nagar Haveli and Daman and Diu,55718,8442,64160
2021-04-10,Dadra and Nagar Haveli and Daman and Diu,59130,8778,67908
2021-04-11,Dadra and Nagar Haveli and Daman and Diu,61498,9025,70523
2021-04-12,Dadra and Nagar Haveli and Daman and Diu,64704,9407,74111
2021-04-13,Dadra and Nagar Haveli and Daman and Diu,66368,9697,76065
2021-04-14,Dadra and Nagar Haveli and Daman and Diu,67859,10001,77860
2021-04-15,Dadra and Nagar Haveli and Daman and Diu,69063,10376,79439
2021-04-16,Dadra and Nagar Haveli and Daman and Diu,70628,10848,81476
2021-04-17,Dadra and Nagar Haveli and Daman and Diu,71964,11179,83143
2021-04-18,Dadra and Nagar Haveli and Daman and Diu,72365,11314,83679
2021-04-19,Dadra and Nagar Haveli and Daman and Diu,73240,11705,84945
2021-04-20,Dadra and Nagar Haveli and Daman and Diu,74293,12102,86395
2021-04-21,Dadra and Nagar Haveli and Daman and Diu,74768,12311,87079
2021-04-22,Dadra and Nagar Haveli and Daman and Diu,75414,12677,88091
2021-04-23,Dadra and Nagar Haveli and Daman and Diu,76124,13062,89186
2021-04-24,Dadra and Nagar Haveli and Daman and Diu,76716,13385,90101
2021-04-25,Dadra and Nagar Haveli and Daman and Diu,76905,13545,90450
2021-04-26,Dadra and Nagar Haveli and Daman and Diu,77374,14034,91408
2021-04-27,Dadra and Nagar Haveli and Daman and Diu,77814,14486,92300
2021-04-28,Dadra and Nagar Haveli and Daman and Diu,78216,14973,93189
2021-04-29,Dadra and Nagar Haveli and Daman and Diu,78680,15468,94148
2021-04-30,Dadra and Nagar Haveli and Daman and Diu,79358,16138,95496
2021-05-01,Dadra and Nagar Haveli and Daman and Diu,79824,16580,96404
2021-05-02,Dadra and Nagar Haveli and Daman and Diu,79890,16729,96619
2021-05-03,Dadra and Nagar Haveli and Daman and Diu,80186,17238,97424
2021-05-04,Dadra and Nagar Haveli and Daman and Diu,80478,17752,98230
2021-05-05,Dadra and Nagar Haveli and Daman and Diu,80812,18320,99132
2021-05-06,Dadra and Nagar Haveli and Daman and Diu,81148,19134,100282
2021-05-07,Dadra and Nagar Haveli and Daman and Diu,81698,20094,101792
2021-05-08,Dadra and Nagar Haveli and Daman and Diu,82064,20770,102834
2021-05-09,Dadra and Nagar Haveli and Daman and Diu,82202,21057,103259
2021-05-10,Dadra and Nagar Haveli and Daman and Diu,82510,21818,104328
2021-05-11,Dadra and Nagar Haveli and Daman and Diu,82776,22478,105254
2021-05-12,Dadra and Nagar Haveli and Daman and Diu,83082,22822,105904
2021-05-13,Dadra and Nagar Haveli and Daman and Diu,85179,23652,108831
2021-05-14,Dadra and Nagar Haveli and Daman and Diu,87618,24757,112375
2021-05-15,Dadra and Nagar Haveli and Daman and Diu,90469,25850,116319
2021-05-16,Dadra and Nagar Haveli and Daman and Diu,93571,25866,119437
2021-05-17,Dadra and Nagar Haveli and Daman and Diu,96333,25872,122205
2021-05-18,Dadra and Nagar Haveli and Daman and Diu,96768,25877,122645
2021-05-19,Dadra and Nagar Haveli and Daman and Diu,99699,25880,125579
2021-05-20,Dadra and Nagar Haveli and Daman and Diu,107689,25901,133590
2021-05-21,Dadra and Nagar Haveli and Daman and Diu,114093,25901,139994
2021-05-22,Dadra and Nagar Haveli and Daman and Diu,120336,25903,146239
2021-05-23,Dadra and Nagar Haveli and Daman and Diu,124988,25904,150892
2021-05-24,Dadra and Nagar Haveli and Daman and Diu,130906,25908,156814
2021-05-25,Dadra and Nagar Haveli and Daman and Diu,136876,25913,162789
2021-05-26,Dadra and Nagar Haveli and Daman and Diu,142759,25919,168678
2021-05-27,Dadra and Nagar Haveli and Daman and Diu,148522,25937,174459
2021-05-28,Dadra and Nagar Haveli and Daman and Diu,154694,25951,180645
2021-05-29,Dadra and Nagar Haveli and Daman and Diu,160637,25958,186595
2021-05-30,Dadra and Nagar Haveli and Daman and Diu,163805,25959,189764
2021-05-31,Dadra and Nagar Haveli and Daman and Diu,170055,25974,196029
2021-06-01,Dadra and Nagar Haveli and Daman and Diu,175957,25990,201947
2021-06-02,Dadra and Nagar Haveli and Daman and Diu,181604,26005,207609
2021-06-03,Dadra and Nagar Haveli and Daman and Diu,185733,26014,211747
2021-06-04,Dadra and Nagar Haveli and Daman and Diu,189705,26035,215740
2021-06-05,Dadra and Nagar Haveli and Daman and Diu,196910,26060,222970
2021-06-06,Dadra and Nagar Haveli and Daman and Diu,197387,26065,223452
2021-06-07,Dadra and Nagar Haveli and Daman and Diu,203098,26083,229181
2021-06-08,Dadra and Nagar Haveli and Daman and Diu,209044,26144,235188
2021-06-09,Dadra and Nagar Haveli and Daman and Diu,213961,26163,240124
2021-06-10,Dadra and Nagar Haveli and Daman and Diu,218847,26194,245041
2021-06-11,Dadra and Nagar Haveli and Daman and Diu,228400,26289,254689
2021-06-12,Dadra and Nagar Haveli and Daman and Diu,240221,26343,266564
2021-06-13,Dadra and Nagar Haveli and Daman and Diu,240534,26347,266881
2021-06-14,Dadra and Nagar Haveli and Daman and Diu,245718,26413,272131
2021-06-15,Dadra and Nagar Haveli and Daman and Diu,252377,26496,278873
2021-06-16,Dadra and Nagar Haveli and Daman and Diu,258147,26605,284752
2021-06-17,Dadra and Nagar Haveli and Daman and Diu,264072,26675,290747
2021-06-18,Dadra and Nagar Haveli and Daman and Diu,270738,26748,297486
2021-06-19,Dadra and Nagar Haveli and Daman and Diu,281381,26912,308293
2021-06-20,Dadra and Nagar Haveli and Daman and Diu,281705,26931,308636
2021-06-21,Dadra and Nagar Haveli and Daman and Diu,290155,27026,317181
2021-06-22,Dadra and Nagar Haveli and Daman and Diu,297597,27240,324837
2021-06-23,Dadra and Nagar Haveli and Daman and Diu,304463,27471,331934
2021-06-24,Dadra and Nagar Haveli and Daman and Diu,312548,28134,340682
2021-06-25,Dadra and Nagar Haveli and Daman and Diu,328396,29664,358060
2021-06-26,Dadra and Nagar Haveli and Daman and Diu,341452,31909,373361
2021-06-27,Dadra and Nagar Haveli and Daman and Diu,346710,32965,379675
2021-06-28,Dadra and Nagar Haveli and Daman and Diu,359949,35525,395474
2021-06-29,Dadra and Nagar Haveli and Daman and Diu,372895,37884,410779
2021-06-30,Dadra and Nagar Haveli and Daman and Diu,387082,40234,427316
2021-07-01,Dadra and Nagar Haveli and Daman and Diu,397945,42423,440368
2021-07-02,Dadra and Nagar Haveli and Daman and Diu,407849,44695,452544
2021-07-03,Dadra and Nagar Haveli and Daman and Diu,418710,47632,466342
2021-07-04,Dadra and Nagar Haveli and Daman and Diu,422020,48412,470432
2021-07-05,Dadra and Nagar Haveli and Daman and Diu,430106,50866,480972
2021-07-06,Dadra and Nagar Haveli and Daman and Diu,437342,52908,490250
2021-07-07,Dadra and Nagar Haveli and Daman and Diu,444209,54606,498815
2021-07-08,Dadra and Nagar Haveli and Daman and Diu,450924,56128,507052
2021-07-09,Dadra and Nagar Haveli and Daman and Diu,458219,57873,516092
2021-07-10,Dadra and Nagar Haveli and Daman and Diu,466318,59768,526086
2021-07-11,Dadra and Nagar Haveli and Daman and Diu,468934,60334,529268
2021-07-12,Dadra and Nagar Haveli and Daman and Diu,476043,61578,537621
2021-07-13,Dadra and Nagar Haveli and Daman and Diu,486920,62607,549527
2021-07-14,Dadra and Nagar Haveli and Daman and Diu,493212,63690,556902
2021-07-15,Dadra and Nagar Haveli and Daman and Diu,499137,64514,563651
2021-07-16,Dadra and Nagar Haveli and Daman and Diu,505781,65426,571207
2021-07-17,Dadra and Nagar Haveli and Daman and Diu,510842,66554,577396
2021-07-18,Dadra and Nagar Haveli and Daman and Diu,511630,66824,578454
2021-07-19,Dadra and Nagar Haveli and Daman and Diu,514774,67549,582323
2021-07-20,Dadra and Nagar Haveli and Daman and Diu,518047,68353,586400
2021-07-21,Dadra and Nagar Haveli and Daman and Diu,520173,68953,589126
2021-07-22,Dadra and Nagar Haveli and Daman and Diu,523385,69726,593111
2021-07-23,Dadra and Nagar Haveli and Daman and Diu,526625,70567,597192
2021-07-24,Dadra and Nagar Haveli and Daman and Diu,530221,71351,601572
2021-07-25,Dadra and Nagar Haveli and Daman and Diu,531085,71518,602603
2021-07-26,Dadra and Nagar Haveli and Daman and Diu,534497,72112,606609
2021-07-27,Dadra and Nagar Haveli and Daman and Diu,538592,72646,611238
2021-07-28,Dadra and Nagar Haveli and Daman and Diu,542315,73151,615466
2021-07-29,Dadra and Nagar Haveli and Daman and Diu,546223,73618,619841
2021-07-30,Dadra and Nagar Haveli and Daman and Diu,550146,74152,624298
2021-07-31,Dadra and Nagar Haveli and Daman and Diu,556625,74817,631442
2021-08-01,Dadra and Nagar Haveli and Daman and Diu,557768,74936,632704
2021-08-02,Dadra and Nagar Haveli and Daman and Diu,561632,75344,636976
2021-08-03,Dadra and Nagar Haveli and Daman and Diu,565527,75705,641232
2021-08-04,Dadra and Nagar Haveli and Daman and Diu,568719,76092,644811
2021-08-05,Dadra and Nagar Haveli and Daman and Diu,572246,76700,648946
2021-08-06,Dadra and Nagar Haveli and Daman and Diu,576133,77418,653551
2021-08-07,Dadra and Nagar Haveli and Daman and Diu,580321,78889,659210
2021-08-08,Dadra and Nagar Haveli and Daman and Diu,581393,79477,660870
2021-08-09,Dadra and Nagar Haveli and Daman and Diu,584400,80828,665228
2021-08-10,Dadra and Nagar Haveli and Daman and Diu,587610,81895,669505
2021-08-11,Dadra and Nagar Haveli and Daman and Diu,590526,83057,673583
2021-08-12,Dadra and Nagar Haveli and Daman and Diu,593183,84741,677924
2021-08-13,Dadra and Nagar Haveli and Daman and Diu,595648,86756,682404
2021-08-14,Dadra and Nagar Haveli and Daman and Diu,598356,90398,688754
2021-08-15,Dadra and Nagar Haveli and Daman and Diu,598472,90990,689462
2021-08-16,Dadra and Nagar Haveli and Daman and Diu,600165,93608,693773
2021-08-17,Dadra and Nagar Haveli and Daman and Diu,602301,96508,698809
2021-08-18,Dadra and Nagar Haveli and Daman and Diu,603824,99226,703050
2021-08-19,Dadra and Nagar Haveli and Daman and Diu,604984,101785,706769
2021-08-20,Dadra and Nagar Haveli and Daman and Diu,606155,105036,711191
2021-08-21,Dadra and Nagar Haveli and Daman and Diu,607359,109613,716972
2021-08-22,Dadra and Nagar Haveli and Daman and Diu,607380,109653,717033
2021-08-23,Dadra and Nagar Haveli and Daman and Diu,608777,113668,722445
2021-08-24,Dadra and Nagar Haveli and Daman and Diu,609992,117810,727802
2021-08-25,Dadra and Nagar Haveli and Daman and Diu,611227,121517,732744
2021-08-26,Dadra and Nagar Haveli and Daman and Diu,612113,124820,736933
2021-08-27,Dadra and Nagar Haveli and Daman and Diu,613532,128838,742370
2021-08-28,Dadra and Nagar Haveli and Daman and Diu,614984,134941,749925
2021-08-29,Dadra and Nagar Haveli and Daman and Diu,615190,135647,750837
2021-08-30,Dadra and Nagar Haveli and Daman and Diu,616320,138360,754680
2021-08-31,Dadra and Nagar Haveli and Daman and Diu,617181,141149,758330
2021-09-01,Dadra and Nagar Haveli and Daman and Diu,618207,144435,762642
2021-09-02,Dadra and Nagar Haveli and Daman and Diu,619337,148100,767437
2021-09-03,Dadra and Nagar Haveli and Daman and Diu,620459,152298,772757
2021-09-04,Dadra and Nagar Haveli and Daman and Diu,621571,158661,780232
2021-09-05,Dadra and Nagar Haveli and Daman and Diu,621727,159109,780836
2021-09-06,Dadra and Nagar Haveli and Daman and Diu,622934,163666,786600
2021-09-07,Dadra and Nagar Haveli and Daman and Diu,624022,167475,791497
2021-09-08,Dadra and Nagar Haveli and Daman and Diu,624788,170260,795048
2021-09-09,Dadra and Nagar Haveli and Daman and Diu,625825,174558,800383
2021-09-10,Dadra and Nagar Haveli and Daman and Diu,626221,175745,801966
2021-09-11,Dadra and Nagar Haveli and Daman and Diu,627251,181157,808408
2021-09-12,Dadra and Nagar Haveli and Daman and Diu,627358,181598,808956
2021-09-13,Dadra and Nagar Haveli and Daman and Diu,628058,185272,813330
2021-09-14,Dadra and Nagar Haveli and Daman and Diu,628888,189191,818079
2021-09-15,Dadra and Nagar Haveli and Daman and Diu,629843,193566,823409
2021-09-16,Dadra and Nagar Haveli and Daman and Diu,631041,198880,829921
2021-09-17,Dadra and Nagar Haveli and Daman and Diu,633921,207964,841885
2021-09-18,Dadra and Nagar Haveli and Daman and Diu,635059,216298,851357
2021-09-19,Dadra and Nagar Haveli and Daman and Diu,635180,216846,852026
2021-09-20,Dadra and Nagar Haveli and Daman and Diu,636358,222963,859321
2021-09-21,Dadra and Nagar Haveli and Daman and Diu,637598,229417,867015
2021-09-22,Dadra and Nagar Haveli and Daman and Diu,638610,234786,873396
2021-09-23,Dadra and Nagar Haveli and Daman and Diu,639888,240933,880821
2021-09-24,Dadra and Nagar Haveli and Daman and Diu,640953,247438,888391
2021-09-25,Dadra and Nagar Haveli and Daman and Diu,642216,255477,897693
2021-09-26,Dadra and Nagar Haveli and Daman and Diu,642337,256092,898429
2021-09-27,Dadra and Nagar Haveli and Daman and Diu,643397,262123,905520
2021-09-28,Dadra and Nagar Haveli and Daman and Diu,644388,267739,912127
2021-09-29,Dadra and Nagar Haveli and Daman and Diu,645092,271374,916466
2021-09-30,Dadra and Nagar Haveli and Daman and Diu,645819,276491,922310
2021-10-01,Dadra and Nagar Haveli and Daman and Diu,646842,284835,931677
2021-10-02,Dadra and Nagar Haveli and Daman and Diu,646876,285133,932009
2021-10-03,Dadra and Nagar Haveli and Daman and Diu,647029,285955,932984
2021-10-04,Dadra and Nagar Haveli and Daman and Diu,648159,293414,941573
2021-10-05,Dadra and Nagar Haveli and Daman and Diu,649205,299745,948950
2021-10-06,Dadra and Nagar Haveli and Daman and Diu,650036,303688,953724
2021-10-07,Dadra and Nagar Haveli and Daman and Diu,650638,307507,958145
2021-10-08,Dadra and Nagar Haveli and Daman and Diu,651335,312217,963552
2021-10-09,Dadra and Nagar Haveli and Daman and Diu,651983,317080,969063
2021-10-10,Dadra and Nagar Haveli and Daman and Diu,652044,317510,969554
2021-10-11,Dadra and Nagar Haveli and Daman and Diu,652728,321662,974390
2021-10-12,Dadra and Nagar Haveli and Daman and Diu,653258,325814,979072
2021-10-13,Dadra and Nagar Haveli and Daman and Diu,653690,328158,981848
2021-10-14,Dadra and Nagar Haveli and Daman and Diu,654096,331204,985300
2021-10-15,Dadra and Nagar Haveli and Daman and Diu,654239,332235,986474
2021-10-16,Dadra and Nagar Haveli and Daman and Diu,654800,335427,990227
2021-10-17,Dadra and Nagar Haveli and Daman and Diu,654861,335807,990668
2021-10-18,Dadra and Nagar Haveli and Daman and Diu,655480,339898,995378
2021-10-19,Dadra and Nagar Haveli and Daman and Diu,655667,342118,997785
2021-10-20,Dadra and Nagar Haveli and Daman and Diu,656214,345401,1001615
2021-10-21,Dadra and Nagar Haveli and Daman and Diu,656732,348786,1005518
2021-10-22,Dadra and Nagar Haveli and Daman and Diu,657198,352146,1009344
2021-10-23,Dadra and Nagar Haveli and Daman and Diu,657914,355836,1013750
2021-10-24,Dadra and Nagar Haveli and Daman and Diu,657951,356011,1013962
2021-10-25,Dadra and Nagar Haveli and Daman and Diu,658674,359482,1018156
2021-10-26,Dadra and Nagar Haveli and Daman and Diu,659285,362724,1022009
2021-10-27,Dadra and Nagar Haveli and Daman and Diu,659864,365195,1025059
2021-10-28,Dadra and Nagar Haveli and Daman and Diu,660248,367194,1027442
2021-10-29,Dadra and Nagar Haveli and Daman and Diu,660648,369465,1030113
2021-10-30,Dadra and Nagar Haveli and Daman and Diu,660750,370235,1030985
2021-10-31,Dadra and Nagar Haveli and Daman and Diu,660753,370255,1031008
2021-11-01,Dadra and Nagar Haveli and Daman and Diu,661261,372787,1034048
2021-11-02,Dadra and Nagar Haveli and Daman and Diu,661688,374460,1036148
2021-11-03,Dadra and Nagar Haveli and Daman and Diu,662061,376070,1038131
2021-11-04,Dadra and Nagar Haveli and Daman and Diu,662061,376087,1038148
2021-11-05,Dadra and Nagar Haveli and Daman and Diu,662076,376191,1038267
2021-11-06,Dadra and Nagar Haveli and Daman and Diu,662389,377951,1040340
2021-11-07,Dadra and Nagar Haveli and Daman and Diu,662389,377952,1040341
2021-11-08,Dadra and Nagar Haveli and Daman and Diu,662913,381401,1044314
2021-11-09,Dadra and Nagar Haveli and Daman and Diu,663407,384626,1048033
2021-11-10,Dadra and Nagar Haveli and Daman and Diu,663590,385764,1049354
2021-11-11,Dadra and Nagar Haveli and Daman and Diu,664082,388685,1052767
2021-11-12,Dadra and Nagar Haveli and Daman and Diu,664723,392458,1057181
2021-11-13,Dadra and Nagar Haveli and Daman and Diu,665437,396818,1062255
2021-11-14,Dadra and Nagar Haveli and Daman and Diu,665454,396960,1062414
2021-11-15,Dadra and Nagar Haveli and Daman and Diu,666328,401456,1067784
2021-11-16,Dadra and Nagar Haveli and Daman and Diu,667085,405715,1072800
2021-11-17,Dadra and Nagar Haveli and Daman and Diu,667923,409191,1077114
2021-11-18,Dadra and Nagar Haveli and Daman and Diu,668653,412955,1081608
2021-11-19,Dadra and Nagar Haveli and Daman and Diu,669379,416400,1085779
2021-11-20,Dadra and Nagar Haveli and Daman and Diu,670009,419475,1089484
2021-11-21,Dadra and Nagar Haveli and Daman and Diu,670036,419550,1089586
2021-11-22,Dadra and Nagar Haveli and Daman and Diu,670847,422412,1093259
2021-11-23,Dadra and Nagar Haveli and Daman and Diu,671680,425347,1097027
2021-11-24,Dadra and Nagar Haveli and Daman and Diu,672219,427653,1099872
2021-11-25,Dadra and Nagar Haveli and Daman and Diu,672670,430029,1102699
2021-11-26,Dadra and Nagar Haveli and Daman and Diu,673111,432103,1105214
2021-11-27,Dadra and Nagar Haveli and Daman and Diu,673568,434435,1108003
2021-11-28,Dadra and Nagar Haveli and Daman and Diu,673596,434468,1108064
2021-11-29,Dadra and Nagar Haveli and Daman and Diu,674191,437212,1111403
